title,budget_new,runtime,genres,genres_new,revenue
Porky's,4000000,94,Comedy,2,125728258
Possession,25000000,102,Drama,1,10113733
Post Grad,15000000,89,Comedy,2,6405245
Powaqqatsi,2500000,99,Documentary,9,589244
Power Rangers,100000000,124,Action,3,142337240
Precious Cargo,10500000,99,Action,3,100659
Predator 2,35000000,108,Science Fiction,12,57120318
Predators,40000000,107,Action,3,126248813
Prefontaine,8000000,106,Drama,1,589304
Prelude to a Kiss,22531334,105,Drama,1,22697691
Premature Burial,22531334,81,Drama,1,1250000
Prêt-à-Porter,15000000,133,Drama,1,11300653
Pride and Glory,30000000,130,Thriller,7,31148328
Pride and Prejudice and Zombies,28000000,108,Romance,11,16374328
Priest,22531334,98,Drama,1,4176932
Priest,60000000,87,Action,3,78309131
Primer,7000,77,Science Fiction,12,424760
Princess Caraboo,22531334,97,Comedy,2,3021629
Princess Kaiulani,9000000,130,Drama,1,771499
Private Lessons,2800000,87,Romance,11,26279000
Private Resort,22531334,82,Comedy,2,331816
Pro Lyuboff,2000000,107,Romance,11,1268793
Project Almanac,12000000,106,Science Fiction,12,32248241
Prom,8000000,104,Comedy,2,10130000
Prometheus,130000000,124,Science Fiction,12,403170142
Promised Land,15000000,106,Drama,1,8138788
Proof,22531334,86,Drama,1,524668
Psycho II,5000000,113,Horror,5,34725000
Psycho III,22531334,93,Horror,5,14481606
Public Enemies,80000000,140,History,17,214104620
Pulse,38000000,90,Horror,5,29907685
Punch-Drunk Love,25000000,95,Comedy,2,17000000
Punchline,15000000,123,Comedy,2,21032267
Punisher: War Zone,20500000,102,Action,3,10089373
Pure,22531334,96,Drama,1,102471
Quai des Orfèvres,22531334,106,Crime,6,152961
Quantum of Solace,200000000,106,Adventure,4,586090727
Quarantine,12000000,89,Horror,5,40855419
Queen Christina,1114000,99,Drama,1,2610000
Queen of Spades: The Dark Rite,1000000,93,Thriller,7,2228115
Queen to Play,22531334,97,Comedy,2,1056938
Quest for Camelot,40000000,86,Fantasy,10,38172500
Quiet City,2500,78,Drama,1,15425
Quills,13500000,124,Drama,1,7060876
Quo Vadis,8250000,171,Drama,1,30000000
Raanjhanaa,6400000,140,Drama,1,18000000
Rabbit Hole,5000000,91,Drama,1,5129058
Rabbit Without Ears 2,22531334,124,Comedy,2,48720000
Race to Witch Mountain,50000000,98,Adventure,4,106303988
Raging Bull,18000000,129,Drama,1,23000000
Raising Cain,12000000,91,Drama,1,37170057
Raman Raghav 2.0,521873,127,Thriller,7,1013926
Rambo,50000000,92,Action,3,113244290
Rambo III,63000000,102,Action,3,189015611
Rambo: First Blood Part II,44000000,96,Action,3,300400432
Random Hearts,64000000,133,Drama,1,74608570
Ransom,80000000,117,Action,3,309492681
Raw Deal,8500000,106,Action,3,16209459
Ready to Rumble,24000000,107,Action,3,12372410
Real Genius,22531334,106,Comedy,2,13000000
Reality Bites,11500000,99,Drama,1,20079850
Rear Window,1000000,112,Drama,1,36764313
Rebecca,1288000,130,Drama,1,6000000
Recep ?vedik,500000,90,Comedy,2,5330000
Recep ?vedik 4,22531334,117,Comedy,2,149521495
Red Cliff Part II,80000000,136,War,15,121059225
Red Dawn,4200000,114,Action,3,38376497
Red Dawn,65000000,93,War,15,44806783
Red Eye,26000000,85,Horror,5,57891803
Red Garters,22531334,91,Western,18,1300000
Red Lights,14000000,119,Thriller,7,13551174
Red Planet,80000000,106,Thriller,7,33463969
Red Riding Hood,42000000,100,Fantasy,10,89162162
Red River,3000000,133,Western,18,9012000
Red Rock West,8000000,98,Crime,6,2000000
Red Scorpion,16000000,105,Action,3,4192440
Regression,22531334,106,Horror,5,17671101
Remember,22531334,94,Drama,1,1986615
Remo Williams: The Adventure Begins...,22531334,121,Comedy,2,14393902
Renaissance,18000000,105,Action,3,1831348
Renaissance Man,40000000,128,Comedy,2,24332324
Reno 911!: Miami,10000000,84,Action,3,20342161
Renoir,22531334,111,Drama,1,2293798
Rent,40000000,135,Drama,1,31670620
Repentance,5000000,90,Horror,5,1189612
Repo! The Genetic Opera,22531334,98,Horror,5,188126
Repossessed,22531334,80,Comedy,2,1382462
Requiem for a Dream,4500000,102,Crime,6,7390108
Requiem for the American Dream,22531334,73,Documentary,9,44695
Rescue Under Fire,22531334,93,War,15,5000000
Resident Evil,33000000,100,Horror,5,102984862
Resident Evil: Afterlife,60000000,97,Action,3,300228084
Resident Evil: Retribution,65000000,95,Action,3,240159255
Resident Evil: The Final Chapter,40000000,107,Action,3,312242626
Results,22531334,105,Comedy,2,104507
Return to Never Land,20000000,72,Adventure,4,109862682
Return to the Blue Lagoon,11000000,98,Adventure,4,2807854
Revelation,22531334,0,Fantasy,10,10000000
Revenge of the Nerds II: Nerds in Paradise,22531334,98,Comedy,2,22642033
Revenge of the Ninja,22531334,90,Action,3,13168027
Revenge of the Pink Panther,22531334,104,Action,3,49579269
Ride Along 2,40000000,102,Action,3,124827316
Riding Giants,2600000,105,Documentary,9,3166000
Riding in Cars with Boys,48000000,132,Comedy,2,35743308
Rififi,22531334,122,Drama,1,460226
Right at Your Door,22531334,96,Drama,1,2043704
Righteous Kill,60000000,101,Action,3,73174566
Rigor Mortis,22531334,105,Horror,5,7865
Ringmaster,3500000,90,Comedy,2,9247881
Rings,25000000,102,Horror,5,83080890
Ringu,1200000,96,Horror,5,8690429
Rio 2,103000000,102,Animation,8,500188435
Rio Bravo,22531334,141,Western,18,5800000
Risen,20000000,107,Action,3,46069568
Rita's Last Fairy Tale,200000,100,Drama,1,486937
Robin Hood,15000000,83,Animation,8,32056467
Robin Hood: Men in Tights,20000000,104,Comedy,2,35739755
Robin Hood: Prince of Thieves,48000000,143,Adventure,4,390493908
Robinson Crusoe,13500000,90,Adventure,4,3342697
RoboCop,120000000,102,Action,3,242688965
Robots,75000000,91,Animation,8,260696994
Rock Star,57000000,105,Music,16,16991902
Rock-A-Doodle,18000000,77,Comedy,2,11657385
Rocket Gibraltar,22531334,99,Drama,1,187349
RockNRolla,18000000,114,Action,3,25739015
Rocky,1000000,119,Drama,1,117235147
Rocky II,7000000,119,Drama,1,200182160
Rocky III,17000000,99,Drama,1,270000000
Rocky V,42000000,104,Drama,1,119946358
Romance & Cigarettes,22531334,105,Comedy,2,2945242
Romeo and Juliet,22531334,138,Drama,1,38901218
Romeo Must Die,25000000,115,Action,3,91036760
Romy and Michele's High School Reunion,22531334,92,Comedy,2,29235353
Rooster Cogburn,22531334,108,Western,18,8022000
Rope,1500000,80,Crime,6,2200000
Rosemary's Baby,3200000,136,Horror,5,33395426
Rosewood,30000000,140,Drama,1,13130349
Rough Cut,14000000,112,Adventure,4,16656125
Rounders,12000000,121,Drama,1,22921898
Rowdy Rathore,6700000,143,Action,3,31000000
RRRrrrr!!!,17820000,94,Comedy,2,14054361
Ruby in Paradise,800000,114,Drama,1,1001437
Rudy,12000000,114,Drama,1,22750363
Rumble in the Bronx,7500000,91,Crime,6,32392047
Run,16000000,91,Action,3,4409328
Run All Night,50000000,114,Action,3,71561644
"Run, Fatboy, Run",10000000,100,Comedy,2,33000000
Runaway Bride,70000000,116,Comedy,2,309457509
Runaway Jury,60000000,127,Drama,1,80154140
Runaway Train,9000000,111,Action,3,7936012
Running with Scissors,12000000,116,Drama,1,6754898
Rurouni Kenshin,22531334,134,Action,3,61700000
Rush Hour,33000000,98,Action,3,244386864
Rush Hour 2,90000000,90,Action,3,347325802
Rush Hour 3,140000000,91,Action,3,258022233
Rushmore,9000000,93,Comedy,2,17096053
Russian Dolls,13000000,129,Comedy,2,23727301
Russkies,22531334,99,Drama,1,2189047
Rust and Bone,15400000,123,Drama,1,25762027
Ruthless People,22531334,93,Comedy,2,71624879
RV,50000000,99,Comedy,2,87528173
"Ryaba, My Chicken",2700000,117,Comedy,2,4635143
S. Darko,4000000,103,Thriller,7,4100000
S.W.A.T.,80000000,117,Action,3,116643346
Saamy,1,140,Action,3,3
Sabotage,35000000,110,Action,3,17508518
Sacco and Vanzetti,22531334,80,Documentary,9,31894
Safe,30000000,94,Action,3,40346186
Safe Haven,28000000,115,Romance,11,97594140
Safe House,85000000,115,Action,3,208076205
Sahara,130000000,124,Action,3,119269486
Sahara,22531334,86,Adventure,4,7800000
Saint John of Las Vegas,3800000,84,Comedy,2,111731
Sällskapsresan - eller finns det svenskt kaffe på grisfesten?,22531334,107,Comedy,2,5010362
Salome's Last Dance,22531334,89,Comedy,2,331000
San Andreas,110000000,114,Action,3,470490832
Sankofa,1000000,124,Drama,1,2691899
Sarkar,1900000,123,Crime,6,5900000
Save the Last Dance,13000000,112,Drama,1,91038276
Saving Grace,10000000,93,Crime,6,26330482
Saw,1200000,103,Horror,5,103911669
Saw: The Final Chapter,20000000,90,Horror,5,136150434
Scandal,22531334,115,Drama,1,8800000
Scarface,22531334,90,Action,3,600000
Scarface,25000000,170,Action,3,65884703
Scarlet Street,1202007,103,Drama,1,2948386
Scary Movie,19000000,88,Comedy,2,278019771
Scary Movie 2,45000000,83,Comedy,2,141220678
Scary Movie 5,20000000,86,Comedy,2,78378744
Scenes from a Mall,3000000,89,Comedy,2,9563393
Scent of a Woman,31000000,157,Drama,1,134095253
School Ties,22531334,106,Drama,1,14715067
Scooby-Doo 2: Monsters Unleashed,22531334,93,Mystery,14,181466833
Scoop,4000000,96,Comedy,2,31584901
Scream 3,40000000,116,Horror,5,161834276
Scrooged,22531334,101,Fantasy,10,60328000
Sea of Love,19000000,113,Drama,1,110879513
Seabiscuit,87000000,141,Drama,1,148336445
Search and Destroy,4000000,90,Action,3,389503
Secret Society,22531334,92,Action,3,4275
Secretary,4000000,104,Comedy,2,9304609
Seeking Justice,17000000,105,Action,3,12355798
Senna,22531334,106,Documentary,9,8212430
Sense and Sensibility,16500000,136,Drama,1,135000000
Serendipity,28000000,90,Comedy,2,77516304
Serial Mom,13000000,95,Comedy,2,7820688
Setup,20000000,85,Action,3,2128186
Seventh Son,95000000,102,Adventure,4,114178613
Sex and Lucia,22531334,128,Drama,1,2628241
Sex and the City,65000000,145,Comedy,2,415252786
Sex and Zen,22531334,99,Drama,1,396003
Sex Drive,19000000,109,Comedy,2,18755936
Shadow Conspiracy,45000000,103,Action,3,2154540
Shadow Dancer,6300000,101,Thriller,7,419953
Shadowboxing,3500000,126,Action,3,8262833
Shaft,46000000,99,Action,3,107196498
Shalako,1455000,113,Western,18,2620000
Shall We Dance?,50000000,107,Drama,1,170128460
Shallow Hal,40000000,114,Comedy,2,141069860
Shaolin Soccer,22531334,113,Action,3,42776760
Shaolin Temple 2: Kids from Shaolin,22531334,103,Action,3,3554460
Shark Night,28000000,91,Horror,5,10126458
Sharky's Machine,22531334,122,Crime,6,35610100
Shaun the Sheep Movie,22531334,85,Family,13,59700000
She's All That,10000000,95,Comedy,2,103166989
She's Funny That Way,22531334,93,Comedy,2,111996
She's Out of Control,22531334,97,Comedy,2,12065892
She's the Man,20000000,105,Comedy,2,33889159
Shin Godzilla,15000000,120,Action,3,77000000
Shining Through,22531334,132,Drama,1,21621000
Shocker,5000000,109,Thriller,7,16554699
Shoot the Moon,22531334,124,Drama,1,8100000
Shopgirl,10284523,104,Comedy,2,11588205
Short Term 12,22531334,96,Drama,1,1600000
Show Boat,2300000,107,Music,16,11000000
Showdown in Little Tokyo,8000000,79,Action,3,2275557
Shrooms,22531334,84,Horror,5,4910682
Sicario,30000000,121,Action,3,84025816
Sid & Nancy,4000000,111,Drama,1,2826523
Sidewalks of New York,1000000,107,Comedy,2,2402459
Sideways,16000000,126,Comedy,2,109502303
Signs,72000000,106,Drama,1,408247917
Silent House,2000000,85,Horror,5,13101672
Silver Streak,6500000,114,Comedy,2,51079064
Simon Birch,20000000,114,Comedy,2,18253415
Sin City,40000000,124,Action,3,158733820
Sin Nombre,22531334,96,Drama,1,5101756
Singam,2200000,154,Action,3,9700000
Singham,3062000,143,Drama,1,25034000
Sinister 2,10000000,97,Horror,5,52882018
Sivaji: The Boss,12000000,185,Action,3,19000000
Six Days Seven Nights,70000000,98,Action,3,164000000
Ski Patrol,22531334,91,Comedy,2,8533973
Skinning,500000,97,Action,3,198
Sky High,35000000,100,Adventure,4,86369815
Sky Of Love,22531334,129,Romance,11,44038000
Sky. Plane. Girl.,22531334,91,Drama,1,314195
Skyline,10000000,100,Science Fiction,12,66821036
Sleep Dealer,2500000,90,Drama,1,107559
Sleep with Me,22531334,86,Comedy,2,161410
Sleepers,44000000,147,Crime,6,165615285
Sleeping with Other People,22531334,100,Comedy,2,3214116
Sleeping with the Enemy,19000000,99,Drama,1,174999005
Sleepless in Seattle,21000000,105,Comedy,2,227799884
Sleepless Night,2500000,98,Action,3,3358
Sleepwalkers,22531334,91,Fantasy,10,30524763
Sleepwalking,22531334,101,Drama,1,204660
Smashed,500000,85,Drama,1,376597
Smoke,7000000,112,Comedy,2,8349430
Smoke & Mirrors,5000000,123,History,17,2387127
Smokey and the Bandit,22531334,96,Action,3,126737428
Smokey and the Bandit II,22531334,100,Action,3,66132626
Snake Eyes,73000000,98,Crime,6,103891409
Snakes on a Plane,33000000,105,Action,3,62022014
Snatch,10000000,103,Thriller,7,83557872
Snatched,42000000,90,Action,3,60845711
Snitch,35000000,112,Thriller,7,42930462
Snow Flower and the Secret Fan,134005,104,Drama,1,1332231
Snowden,40000000,134,Drama,1,37279439
Snowpiercer,39200000,126,Action,3,86758912
Soapdish,22531334,97,Comedy,2,36489888
Solaris,47000000,99,Drama,1,30002758
Soldier,75000000,99,Action,3,14567883
Some Girls,22531334,94,Comedy,2,401421
Some Like It Hot,2883848,122,Comedy,2,25000000
Something from Nothing: The Art of Rap,22531334,106,Documentary,9,288312
Something to Talk About,22531334,106,Comedy,2,50892160
Something Wild,22531334,113,Action,3,8362969
Something's Gotta Give,80000000,128,Drama,1,266728738
Sommersby,22531334,109,Drama,1,140081992
Son in Law,22531334,95,Comedy,2,36448200
Son of the Pink Panther,25000000,93,Comedy,2,2438031
Song for Marion,22531334,93,Music,16,1697294
Song to Song,10000000,129,Drama,1,443684
Sorcerer,22000000,121,Action,3,12000000
Sordid Lives,22531334,111,Comedy,2,1079726
Source Code,32000000,93,Thriller,7,147332697
Space Dogs,25000000,85,Family,13,6500000
Space Jam,80000000,88,Animation,8,250200000
Space Pirate Captain Harlock,30000000,115,Animation,8,17137302
Space Truckers,25000000,95,Comedy,2,1614266
SpaceCamp,18000000,107,Family,13,9697739
Spaced Invaders,3000000,100,Comedy,2,15369573
Sparrows,463455,84,Drama,1,966878
Spartacus,12000000,197,Action,3,60000000
Spawn,40000000,96,Action,3,87840042
Special Forces,10000000,109,Action,3,10759
Species,35000000,108,Science Fiction,12,113374103
Species II,35000000,93,Science Fiction,12,19165560
Spectre,245000000,148,Action,3,880674609
Speed 2: Cruise Control,160000000,121,Action,3,164508066
Speed Racer,120000000,135,Action,3,93945766
Spice World,25000000,93,Adventure,4,100000000
Splendor,22531334,93,Comedy,2,45703
Split,9000000,117,Horror,5,276921998
Split Image,22531334,111,Drama,1,263635
Spooks: The Greater Good,22531334,104,Thriller,7,1473809
Spy,65000000,120,Action,3,235666219
Spy Kids,35000000,88,Action,3,147934180
Squanto: A Warrior's Tale,22531334,102,Drama,1,3337685
Squeeze,500000,95,Crime,6,10300
St. Elmo's Fire,22531334,110,Drama,1,37803872
St. Vincent,13000000,102,Comedy,2,54837234
Stagecoach,531374,96,Adventure,4,1103757
Stake Land,650000,98,Drama,1,33245
Stand by Me,8000000,89,Crime,6,52287414
Stand by Me Doraemon,35000000,90,Fantasy,10,83061158
Standing Tall,5000000,119,Drama,1,26144
Stanley & Iris,23000000,104,Drama,1,5820015
Star 80,22531334,103,Drama,1,6472990
Star Trek III: The Search for Spock,18000000,105,Science Fiction,12,87000000
Star Trek IV: The Voyage Home,24000000,119,Science Fiction,12,133000000
Star Trek V: The Final Frontier,30000000,107,Science Fiction,12,70200000
Star Trek: Generations,38000000,118,Science Fiction,12,120000000
Star Wars: Episode II - Attack of the Clones,120000000,142,Adventure,4,649398328
Star Wars: Episode III - Revenge of the Sith,113000000,140,Science Fiction,12,850000000
Star!,14320000,176,Drama,1,14000000
Stargate: The Ark of Truth,7000000,97,Adventure,4,8900000
Starman,22000000,115,Action,3,28744356
Starship Troopers,105000000,129,Adventure,4,121214377
Starsky & Hutch,60000000,101,Comedy,2,170268750
State of Play,60000000,127,Action,3,87784194
Stay,50000000,99,Mystery,14,8342132
Stay Tuned,25000000,87,Comedy,2,10736401
Stealth,135000000,121,Action,3,76932943
Steel,16000000,97,Science Fiction,12,1686429
Stella,22531334,109,Drama,1,20240128
Step Up,12000000,104,Music,16,114194847
Step Up 2: The Streets,23000000,98,Music,16,150816700
Stepfather II: Make Room For Daddy,22531334,93,Horror,5,1519796
Steve Jobs: The Man in the Machine,22531334,129,Documentary,9,494506
Stir Crazy,22531334,111,Comedy,2,101300000
Stir of Echoes,12000000,99,Horror,5,21133087
Stolen,35000000,96,Action,3,2106557
Stolen,2000000,97,Crime,6,7306
Stone,22000000,105,Drama,1,9479718
Stonewall,13500000,129,Drama,1,187674
Storks,70000000,87,Adventure,4,182379278
Stormbreaker,40000000,93,Adventure,4,23937870
Strange Wilderness,22531334,87,Comedy,2,6575282
Straw Dogs,2200000,118,Crime,6,3251794
Stripes,10000000,106,Action,3,85300000
Subway,2000000,104,Action,3,390659
Sudden Death,35000000,106,Action,3,64350171
Sudden Impact,22000000,117,Action,3,67642693
Suffragette,14000000,106,Drama,1,16002420
Sugar & Spice,11000000,81,Crime,6,13276953
Sukiyaki Western Django,3800000,121,Adventure,4,2725258
Summer Rental,22531334,87,Comedy,2,24689703
Summer School,22531334,97,Comedy,2,35114428
Summer Wars,22531334,114,Animation,8,80768
Sunrise: A Song of Two Humans,22531334,94,Drama,1,121
Sunset Boulevard,1752000,110,Drama,1,5000000
Super Mario Bros.,48000000,104,Adventure,4,20915465
Super Troopers,3000000,100,Comedy,2,18492362
Superbabies: Baby Geniuses 2,22531334,88,Comedy,2,9109322
Superbad,20000000,113,Comedy,2,121463226
Superbad,22531334,75,Comedy,2,263000
Superman II,54000000,127,Action,3,190458706
Superman Returns,270000000,154,Adventure,4,391081192
Supernova,90000000,91,Horror,5,14828081
Supersonic,22531334,117,Documentary,9,226286
Supersonic Man,22531334,88,Adventure,4,519204
Surf's Up,85000000,85,Animation,8,149044513
Suspect,22531334,121,Crime,6,18782400
Suture,22531334,96,Drama,1,102780
Sweet Charity,8000000,149,Comedy,2,20000000
Sweet Hearts Dance,22531334,101,Comedy,2,3790493
Sweet Home Alabama,30000000,108,Comedy,2,180622424
Sweet November,40000000,119,Drama,1,65754228
Sweetgrass,22531334,101,Western,18,206728
Sweetwater,7000000,95,Western,18,6147
Swept Away,10000000,89,Comedy,2,598645
Swing Kids,22531334,112,Music,16,5632086
Swing Time,886000,103,Comedy,2,2600000
Switchback,37000000,118,Action,3,6482195
Swoon,250000,82,Drama,1,340147
Swordfish,102000000,99,Action,3,147080413
Sydney White,16500000,108,Comedy,2,13620075
Sylvia,7000000,109,Drama,1,10000000
Sympathy for Lady Vengeance,22531334,115,Drama,1,23803308
Sympathy for Mr. Vengeance,4000000,121,Action,3,1954937
Syriana,50000000,128,Drama,1,94000000
Table 19,5000000,87,Comedy,2,3305592
"Tad, the Lost Explorer",10500000,90,Animation,8,23000000
Tadpole,150000,78,Comedy,2,2891288
Take Me Home Tonight,19000000,97,Comedy,2,6928068
Take Shelter,5000000,120,Thriller,7,3099314
Take the Lead,30000000,108,Music,16,34742066
Takers,32000000,107,Action,3,69055695
Tales from Earthsea,22000000,115,Adventure,4,68000000
Tales from the Darkside: The Movie,3500000,93,Thriller,7,16324573
Talladega Nights: The Ballad of Ricky Bobby,72500000,116,Comedy,2,162966177
Tammy,20000000,97,Comedy,2,100525432
Tank,22531334,113,Action,3,14134877
Tapeheads,22531334,93,Comedy,2,343786
Taps,14000000,126,Drama,1,35856053
Target,22531334,158,Fantasy,10,73000
Tarzan,150000000,88,Adventure,4,448000000
"Tarzan, the Ape Man",22531334,107,Adventure,4,36565280
Taxi 2,22531334,82,Action,3,60726164
Taxi 3,14500000,82,Action,3,65497208
Team America: World Police,32000000,98,Music,16,50907422
Ted,50000000,106,Comedy,2,549368315
Ted 2,68000000,115,Comedy,2,217022588
Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,112,Fantasy,10,245623848
Ten,22531334,94,Drama,1,105656
Ten Canoes,2000000,90,Adventure,4,300000
Tere Naam,1,132,Romance,11,2
Terminator 3: Rise of the Machines,200000000,109,Action,3,435000000
Terri,22531334,105,Comedy,2,144633
Terribly Happy,22531334,90,Drama,1,179943
Testament of Youth,22531334,129,History,17,1822250
Texas Chainsaw Massacre: The Next Generation,600000,95,Horror,5,185898
Texas Killing Fields,22531334,105,Drama,1,957240
Thank You,13100000,140,Drama,1,4100000
Thank You for Smoking,6500000,92,Comedy,2,24793509
That Thing You Do!,22531334,108,Comedy,2,34585416
The 33,25000000,120,Drama,1,24902723
The 40 Year Old Virgin,26000000,116,Comedy,2,109449237
The Accidental Husband,22531334,90,Comedy,2,22707064
The Adventures of Mark Twain,22531334,86,Animation,8,849915
The Adventures of Pluto Nash,100000000,95,Action,3,7103973
"The Adventures of Priscilla, Queen of the Desert",22531334,104,Drama,1,11220670
The Adventures of Tintin,130000000,107,Adventure,4,371940071
The African Queen,1300000,105,Adventure,4,10750000
The Age of Adaline,25000000,112,Fantasy,10,65663276
The Alamo,12000000,167,Action,3,7900000
The Amateur,10000000,112,Action,3,6892098
The Amazing Truth About Queen Raquela,400000,80,Documentary,9,5255
The American President,62000000,106,Comedy,2,107879496
The Amityville Horror,19000000,90,Horror,5,108047131
The Animal,22000000,84,Action,3,84772742
The Arrival,25000000,115,Action,3,14048372
The Art of Getting By,22531334,83,Drama,1,1406224
The Art of War,40000000,117,Crime,6,30199105
The Artist,15000000,100,Drama,1,133432856
The Assassination of Richard Nixon,22531334,95,Drama,1,3537961
The Assault,22531334,124,History,17,203781
The Astronaut Farmer,13000000,104,Adventure,4,11130889
The A-Team,110000000,117,Thriller,7,177238796
The Avengers,220000000,143,Science Fiction,12,1519557910
The Aviator,116000000,170,Drama,1,102000000
The Awakening,4798235,107,Horror,5,209696
The Babe,22531334,115,Drama,1,17530973
The Back-Up Plan,35000000,106,Comedy,2,77477008
The Bad Lieutenant: Port of Call - New Orleans,25000000,122,Drama,1,10589102
The Bag Man,22531334,108,Crime,6,56574
The Ballad of Jack and Rose,1500000,111,Drama,1,712294
The Battle of Algiers,800000,121,Drama,1,921548
The Bay,22531334,84,Horror,5,30668
"The Beast from 20,000 Fathoms",210000,80,Adventure,4,5000000
The Beastmaster,22531334,118,Action,3,14056528
The Beauty Inside,22531334,127,Fantasy,10,108083
The Beaver,21000000,91,Drama,1,970816
The Beguiled,10500000,93,Drama,1,25442939
The Bells of St. Mary's,22531334,126,Drama,1,21300000
The Best Movie 3-DE,6500000,102,Comedy,2,9816332
The Best Offer,13500000,124,Drama,1,19255873
The Better Angels,22531334,95,Drama,1,70918
The Big Bounce,50000000,88,Comedy,2,6808550
The Big Short,28000000,130,Comedy,2,133346506
The Big Town,22531334,109,Drama,1,1700000
The Birdcage,31000000,117,Comedy,2,185260553
The Birds,2500000,119,Horror,5,11403529
The Birth of a Nation,100000,193,Drama,1,11000000
The Black Dahlia,50000000,121,Drama,1,49111202
The Black Stallion,2700000,118,Adventure,4,37799643
The Blair Witch Project,60000,81,Horror,5,248000000
The Blob,19000000,95,Horror,5,8247943
The Blue Lagoon,4500000,104,Romance,11,58853106
The Bodyguard,25000000,129,Thriller,7,411006740
The Bone Collector,73000000,118,Drama,1,151493655
The Bonfire of the Vanities,47000000,125,Comedy,2,15691192
The Book of Eli,80000000,118,Action,3,157107755
The Book of Life,50000000,95,Romance,11,97437106
"The Book of Mormon Movie, Volume 1: The Journey",2000000,120,Adventure,4,1672730
The Book Thief,22531334,131,Drama,1,76586316
The Boondock Saints,6000000,108,Action,3,30471
The Born Losers,360000,113,Action,3,36000000
The Boss Baby,125000000,97,Animation,8,498814908
The Bounty,25000000,132,Action,3,8613462
The Bounty Hunter,40000000,110,Action,3,136000000
The Bourne Legacy,130000000,120,Action,3,276572938
The Bourne Supremacy,75000000,108,Action,3,288500217
The Boy Next Door,4000000,91,Thriller,7,52425855
The Breed,22531334,90,Thriller,7,1675484
The Bride Wore Black,747000,107,Mystery,14,44566
The Bridge on the River Kwai,3000000,161,Drama,1,27200000
The Broken Circle Breakdown,22531334,112,Drama,1,5475058
The Broken Hearts Club: A Romantic Comedy,1000000,94,Comedy,2,1744858
The Bronze,3500000,108,Drama,1,615816
The Buddy Holly Story,1200000,113,Drama,1,14363400
The Bullet Vanishes,12000000,108,Action,3,117629
The Butterfly Effect,13000000,113,Science Fiction,12,96060858
The Cabin in the Woods,30000000,95,Horror,5,66486080
The Cable Guy,47000000,96,Comedy,2,102825796
The Caine Mutiny,2000000,124,Drama,1,21750000
The Call,13000000,94,Crime,6,68572378
The Cannonball Run,18000000,95,Comedy,2,72179579
The Canyons,250000,99,Thriller,7,56825
The Card Player,2600000,103,Horror,5,1479042
The Care Bears Adventure in Wonderland,22531334,75,Family,13,2608000
The Cat's Meow,7000000,114,Drama,1,3646994
The Chamber,50000000,113,Crime,6,22540359
The Change-Up,52000000,112,Comedy,2,75450437
The Charge of the Light Brigade,1200000,115,Action,3,2736000
The Chase,26000000,89,Comedy,2,8009329
The Cherry Orchard,5,141,Drama,1,135
The Children of Huang Shi,40000000,125,Drama,1,7400000
The Chronicles of Narnia: Prince Caspian,225000000,150,Adventure,4,419651413
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,143,Adventure,4,748806957
The Cider House Rules,24000000,126,Drama,1,88545092
The Circle,18000000,110,Drama,1,20497844
The Clan,22531334,110,Drama,1,20381995
The Clearing,22531334,95,Drama,1,12520799
The Club,22531334,97,Drama,1,52761
The Cold Light of Day,20000000,93,Action,3,16863583
The Color of Money,13800000,119,Drama,1,52293982
The Comedians,22531334,152,Drama,1,5200000
The Congress,22531334,122,Drama,1,455815
The Conjuring,13000000,112,Horror,5,318000141
The Conjuring 2,40000000,134,Horror,5,320170008
The Conspirator,25000000,122,Crime,6,15478800
The Constant Gardener,25000000,129,Drama,1,82466670
The Cookout,16000000,97,Comedy,2,12
The Cotton Club,58000000,127,Music,16,25928721
The Counselor,25000000,117,Thriller,7,71009334
The Cowboys,6000000,131,Action,3,7500000
The Craft,15000000,101,Drama,1,24769466
The Crocodile Hunter: Collision Course,22531334,90,Family,13,33082548
The Crying Game,3705538,112,Romance,11,62548947
The Curse of the Were-Rabbit,30000000,85,Adventure,4,192452832
The Darjeeling Limited,16000000,91,Adventure,4,24377151
The Dark Knight,185000000,152,Drama,1,1004558444
The Dark Knight Rises,250000000,165,Action,3,1084939099
The Dawns Here Are Quiet,3300000,120,Drama,1,5249225
The Day After Tomorrow,125000000,124,Action,3,544272402
The Day He Arrives,22531334,79,Drama,1,11
The Day of the Beast,22531334,103,Action,3,4367497
The Dead Lands,22531334,108,Action,3,5240
The Death and Life of Bobby Z,22000000,97,Drama,1,413454
The Deceivers,22531334,102,Thriller,7,346297
The Deer Hunter,15000000,183,Drama,1,50000000
The Derby Stallion,750000,98,Drama,1,4000000
The Devil's Violinist,22531334,122,Drama,1,11294
The Dictator,65000000,83,Comedy,2,179379533
The Dilemma,70000000,111,Comedy,2,67112664
The Disappearance of Alice Creed,800000,100,Crime,6,867714
The Disappearance of Eleanor Rigby: Them,22531334,119,Drama,1,985007
The Distinguished Gentleman,22531334,112,Comedy,2,46434570
The Diving Bell and the Butterfly,14000000,112,Drama,1,19777647
The Double,17000000,98,Action,3,3696232
The Double,22531334,93,Thriller,7,200406
The Double Hour,3906840,95,Crime,6,4300000
